Total_deaths,Asian,Black,Mixed,White,Other_ethnics,No_religion,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,No_answer,No_qualifications,Level1_entry_level_qualifications,Level2_qualifications,Apprenticeship,Level3_qualifications,Level4_qualifications_above,Remote_jobs,Underground_metro_light.rail_tram,Train,Bus_minibus_coach,Taxi,Motorcycle_scooter_moped,Driving,Passenger_in_a_car_van,Bicycle,On_foot,Other_methods,Children,Pre_Teens,Teenagers,Adults,Middle_Aged,Elderly
1.37,66.04,22.73,52.71,2150.14,18.14,950.38,1151.59,9.57,16.96,5.3,22.32,3.9,139.28,234.08,160.33,238.77,90.43,295.99,820.33,506.75,1.13,13.9,18.1,1.25,4.48,488.98,32.49,25.36,83.55,8.8,112.48,72.61,39.62,161.56,198.95,414.77
2.03,35.74,8.35,29.56,1640.96,5.61,530.45,1063.13,3.59,12.02,0.9,15.91,1.81,86.53,222.41,136.06,199.64,103.46,269.91,452.93,243.71,0.23,4.73,16.84,3.1,3.25,474.49,34.78,15.04,44.99,6.44,106.7,69.24,40.18,165.93,186.45,431.5
2.27,48.15,15.97,34.73,1604.57,8.12,556.7,1012.98,4.23,6.83,0.64,13.37,26.59,83.01,279.04,147.41,209.3,91.78,254.45,425.24,217.97,0.84,7.81,9.64,2.65,2.63,470.03,29.14,5.64,32.35,6.77,94.44,60.37,37.51,158.33,170.73,478.63
3.03,66.88,12.18,30.91,2160.95,18.53,899.27,1205.06,4.09,4.01,0.56,57.88,7.14,103.37,384.98,190.92,269.46,150.37,344.94,491.22,228.96,34.55,9.06,52.06,4.63,3.28,489.18,44.67,17.4,66.2,18.42,110.24,68.98,40.05,174.68,179.92,426.13
1.37,409.22,116.8,128.73,3111.36,90.31,1673.2,1547.86,20.65,50.58,3.94,215.24,64.94,254.26,548.14,301.64,397.71,171.91,650.56,1001.8,469.15,1.3,22.15,121.38,13.34,12.19,800.27,92.1,55.85,220.85,23.13,113.49,65.5,57.38,269.26,198.24,296.14
3.36,152.82,79.83,86.03,2449.05,31.54,1257.8,1191.13,14.76,31.87,31.87,84.61,3.14,166.64,446.54,272.56,358.67,115.14,391.82,617.1,431.05,3.75,70.07,40.3,6.04,5.86,512.96,44.39,27.36,132.77,15.35,117,72.7,39.85,179.95,203.01,387.48
1.36,473.14,1197.56,343.18,2451.24,301.02,1734.16,2065.13,45.94,53.36,19.26,459.09,9.79,346.07,550.23,245.57,311.94,100.84,489.16,2176.93,1252.45,216.9,109.28,360.79,12.25,17.54,227.76,13.66,147.75,201.37,26.69,104.84,62.56,42.83,320.83,222.03,246.91
1.98,203.67,39.48,58.3,1254.9,38.78,497.5,812.31,10.89,67.73,2.7,64.23,40.47,91.16,217.08,143.01,186.34,67.66,204.92,433.73,286.57,7.28,22.88,28.29,2.23,6.44,364.7,20.68,15.04,35.99,8.41,120.31,70.01,38.78,178.52,213.27,379.11
2.16,188.64,48.94,98.44,1918.99,40.51,852.4,1088.29,11.39,42.45,34.66,107.13,8.29,139.88,182.55,120.45,206.33,62.02,235.77,953.35,597.92,3.76,38.17,11.34,3.42,2.93,360.54,22.9,11.84,67.72,8.41,128.13,88.34,42.18,148.77,223.66,368.91
2.74,39.96,12.02,30.54,2740.45,16.02,885.93,1769.25,7.76,9.25,0.98,20.76,0.84,134.09,499.56,241.89,342.06,150.71,405.18,633.69,293.94,0.45,14.73,45.41,14.16,4.48,730.75,74.4,14.97,74.72,12.02,109.17,69.16,40.06,180.9,186.8,413.9
2.34,64.53,22.31,39.54,1980.03,14.07,782.05,1152.03,8.83,19.57,0.95,23.05,9.37,114.01,277.47,165.96,247.04,99.42,306.07,617.53,306.37,0.4,7.41,10.5,3.9,4.09,542.95,40.47,20.14,75.15,7.5,103.2,66.68,36.32,165.8,183.33,444.67
2.8,10.19,2.91,13.97,1455.23,2.56,502.98,880.52,2.82,1.8,0.54,4.07,0.96,85.07,251.34,121.46,177.25,88.77,224.5,355.46,169.63,0.2,1.5,6.35,2.03,2.34,424.74,30.91,4.88,48.66,6.43,92.47,63.93,39.55,143.1,166.82,494.13
1.71,103.8,67.24,49.82,1147.99,17.71,622.15,599.75,6.17,21.64,2.53,43.72,4.76,77.7,187.66,142.73,168.99,59.43,189.09,326.83,199.48,1.63,22.01,18.89,5.65,3.08,343.02,34.39,13.85,55.68,6.6,128.96,75.05,41.57,204.78,203.76,345.87
2.22,332.53,52.92,118.8,3989.81,72.69,1808.74,2168.2,14.93,37,19.12,253.02,7.79,239.28,574.48,338.22,501.03,215.7,597.44,1390.32,777.06,4.48,33.19,83.92,11.54,5.67,994.84,71.08,35.68,129.78,18.75,117.49,71.97,38.93,170.88,200.45,400.29
2.23,140.24,34.13,42.4,2803.18,25.78,1190.45,1555.77,8.24,12.56,0.95,103.41,12.12,153.75,456.12,237.41,356.41,163.68,449.35,722.7,291.4,0.7,8.15,34.95,20.43,3.02,788.94,68.04,19.52,84.26,19.8,117.82,78.45,41.79,176.72,189.19,396.04
2.77,396.56,106.65,90.79,3341.74,67.07,1509.49,1834.85,12.56,21.01,1.29,368.57,9.33,227.9,826.59,349.73,471.64,219.13,537.25,696.36,265.87,0.51,7,57,60.93,8.69,1016.87,135.72,25.1,149.01,17.46,126.23,76.85,46.8,205.79,188.5,355.84
2,39.75,7.47,35.45,1993.46,11.09,748.9,1176.45,6.15,9.56,2.76,10.01,8.88,115.71,251.44,152.52,234.79,87.75,287.11,688.72,405.15,0.53,3.89,5.75,1.52,3.1,486.13,29.93,12.53,70.04,7.61,97.89,66.04,36.9,145.25,177.31,476.6
1.43,19.46,8.18,33.63,1808,6.94,827.68,890.56,8.21,4.31,2.18,6.34,1.22,121.82,209.41,139.87,215.02,87.35,265.2,600.28,324.45,0.39,2.73,10.29,1.02,4.49,477.48,30.37,13.32,56.66,7.11,101.58,71.07,40.74,145.54,182.09,458.97
2.83,127.1,41.29,38.81,4018.39,22.06,1677.24,2258.91,8.35,9.47,1.35,75.08,14.18,190.13,800.44,380.03,519.82,252.72,599.24,860.33,424.78,16.52,8.06,121.59,13.76,4.73,940.15,103.75,23.22,136.38,22.05,106.09,69.35,42.55,183.13,180.7,418.18
2.52,124.82,22.12,38.11,1191.4,24.94,504.22,701.27,14.73,31.31,2.2,43.83,16.33,79.83,149.4,109.63,163.56,51.53,191.75,448.19,286.75,0.54,10.55,8.07,1.43,2.94,317.63,20.26,7.5,40.81,6.31,108.6,75.67,41.82,161.09,204.03,408.79
2.17,569.93,193.12,157.44,2217.69,109.64,1049.92,1486.67,28.23,227.21,6.31,228.3,6.93,195.04,389.2,237.78,332.04,112.8,400.73,1020.79,589.09,59.1,99.8,106.88,6.75,14.75,558.82,37.37,24.18,100.45,17.49,129.02,80.79,41.85,177.18,233.92,337.24
2.64,35.82,54.02,42.47,2205.23,12.33,1065.64,1108.68,6.29,9.09,1.83,23.69,3.22,121.01,415.57,232.88,293.97,118.75,325.76,447.91,272.47,1.13,34.08,7.39,3.32,6,587.63,46.32,14.49,88.7,10.6,120.87,74.8,42.08,183.65,188.65,389.95
1.36,420.98,94.86,100.62,2945.79,53.88,1464.96,1685.25,26.34,90.86,2.03,97.76,22.43,203.03,502.42,377.01,468.93,169.61,473.93,809.02,558.07,0.99,7.96,102.44,12.86,8.66,856.41,93.71,50.96,116.46,17.52,123.31,74.88,41,191.36,214,355.46
2.77,328.41,81.72,76.89,3062.51,30.33,1361.95,1712.54,9.11,47.97,1.35,262.52,2.8,168.03,626.47,322.42,434.57,197.93,508.88,700.48,402.34,13.87,20.54,90.14,15.69,5.21,858.63,75.74,18.58,119.9,16.22,122.76,76.04,42.22,187.94,193.8,377.25
2.45,16.75,7.62,22.81,1166.73,4.46,539.92,597.91,3.01,3.36,0.23,5.48,3.42,60.33,215.33,128.34,166.05,54.15,181.7,216.17,127.63,0.15,5.22,12.3,3.92,2.77,347.05,36.9,11.45,39.24,4.54,115.82,73.09,42.72,189.93,190.59,387.85
2.39,50.68,29.89,51.61,1217.47,11.81,529.72,696.48,5.27,15.68,2.35,17.96,1.39,87.22,151.63,103.21,166.19,48,190.05,410.8,285.7,1.75,30.2,9.45,1.61,2.96,272.76,16.47,2.97,29.75,5.96,116.75,77.22,42.59,147.32,195.68,420.44
0.78,15.55,3.35,24.23,2039.88,5.42,936.08,985.31,8.38,1.69,1.81,6.04,0.65,133.69,275.12,177.84,260.54,114.95,305.68,575.89,271.07,0.34,9.48,16.41,1.87,6.69,523.42,34.52,12.07,77.66,9.14,94.92,63.39,36.52,142.65,166.37,496.15
1.3,155.96,82.9,75.05,2535.18,25.45,1176.89,1367.61,9.25,20.95,1.21,78.13,44.17,161.87,459.6,259.22,359.71,127.23,430.15,601.16,316.51,0.64,8.13,17.57,36.36,5.64,744.36,83.54,20.09,79.93,11.81,120.91,77.81,46.35,191.33,190.76,372.83
3.88,27.79,14.1,37.07,2210.11,8.37,992.69,1131.9,6.51,5.42,3.47,10.02,0.98,135.68,507.88,250.33,295.54,132.23,301.24,384.39,206.39,1.19,16.89,9.95,4.46,4.79,520.09,37.68,15.77,75.84,9.88,95.87,61.93,36.83,145.41,148.5,511.45
1.69,66.37,22.59,35.82,1881.68,15.18,821.57,1020.54,9.59,15.72,1.77,18.28,9,115.93,233.12,162.47,237.49,89.93,298.26,590.25,369.59,0.51,7.9,8.83,3.83,3.97,492.42,37.46,17.07,70.15,8.71,112.98,68.95,37.99,163.2,193.77,423.11
1.85,29.81,9.22,26.32,1397.52,7.1,600.28,748.99,5.28,10.6,1.08,8.07,1.75,87.78,166.03,117.22,178.16,68.66,208.45,429.83,240.63,0.33,1.22,16.02,0.67,3.19,374.52,23.55,16.86,38.56,5.21,116.63,68.12,37.37,163.92,185.73,428.22
3.19,50.49,22.94,52.98,2025.18,26.46,961.38,1017.15,9.26,12.44,4.15,32.98,1.6,125.72,387.16,206.55,257.89,110.73,298.91,470.6,223.22,1.12,22.43,32.16,8.69,5.61,456.61,49.05,18.5,89.66,9.93,108.84,70.2,39.66,163.8,176.57,440.93
2.44,221,34.59,52.52,1120.36,24.29,448.08,691.82,7.53,120.7,22.67,53.57,13.08,81.83,155.27,101.31,152.42,51.61,177.84,496.12,303.78,26.31,17.06,7.61,2.37,2.56,307.02,18.13,6.24,30.18,6.12,118.3,81.86,43.94,156.85,214.57,384.5
2.54,189.09,323.44,81.37,2091.25,41.44,945.71,1408.9,10.89,36.81,3.49,133.02,31.45,142.47,456.15,257.8,329.23,104.68,343.18,553.44,326.6,30.68,93.67,40.31,8.6,8.21,669.98,54.97,15.74,67.47,15.34,141.62,83.59,46.29,201.28,215.75,311.46
1.85,60.05,20.36,45.59,1910.03,12.1,875.58,997.82,6.99,18.08,2.53,21.4,3.72,114.16,252.9,172.94,258.43,90.65,285.96,531.89,368.91,1.21,34.08,9.34,1.91,4.38,473,30.74,8.74,57.51,8.35,122.63,79.14,43.9,159.04,200.1,395.19
1.07,34.92,6.93,32.29,2074.8,9.56,932.31,1047.83,8.57,3.45,2.18,12.21,0.93,135.89,358.45,212.19,280.35,134.6,313.37,459.01,188.31,0.31,5.27,30.54,5.87,8.99,488.51,47.53,10.88,115.3,11.56,95.97,64.03,38.06,150.4,163.2,488.34
0.65,5.52,1.16,9.76,1036.76,2.06,457.68,514.11,3.28,0.53,0.7,1.67,0.29,70.32,167.69,102.79,140.56,65.19,157.05,233.3,120.47,0.11,0.7,9.36,1.05,2.35,263.2,18.19,3.36,42.54,4.23,92.42,62.52,36.19,136.33,153.58,518.97
1.61,2135.75,351.57,238.73,1894.22,187.18,1280.23,1072.44,45.87,97.57,20.78,1919.72,14.97,330.27,635.18,265.78,332.05,84.3,516.57,1972.19,1211.81,332.35,110.17,139.59,13.88,12.19,218.54,15.26,111.67,215.35,26.66,118.43,66.63,48.61,377.6,225.44,163.29
2,458.39,125.27,136.86,2831.44,89.61,1206.31,1761.69,14.8,72.13,37.31,318.36,30.74,186.02,402.65,237.18,365.75,138.36,435.98,1238.8,704.14,38.36,8.06,47.53,11.94,3.56,716.61,48.43,38.72,96.12,14.86,125.39,82.64,43.46,161.66,217.85,368.99
1.81,70.74,17.52,45.69,1635.43,17.13,720.1,887.07,7.5,17.27,3.47,29.5,1.25,111.66,192.94,123.88,207.54,60.02,222.86,588.87,366.14,1.04,26.71,12.94,2.01,2.97,338.61,25.24,7.84,75.22,7.33,115.02,83.65,43.33,153.26,204.11,400.63
1.41,26.68,10.98,31.23,1336.95,9.31,587.42,710.34,5.72,6.49,5.44,10.36,1.55,81.92,156.74,108.14,177,57.93,196.57,417.15,279.04,1.94,15.35,4.55,1.38,1.97,337.51,17.52,4.94,38,6.43,117.58,77.5,41.99,147.46,197.47,418
1.35,85.05,35.87,53.48,1953.68,24.04,896.93,1044.87,11.7,18.48,4.15,30.71,3.87,130.79,218.32,148.54,213.02,86.68,269.06,766.95,452.99,0.64,5.33,30.07,1.6,5.33,462.07,30.8,35.83,65.52,7.67,116.38,74.29,40.81,173.76,199.73,395.03
2.27,195.72,69.96,76.5,5093.06,39.37,2261.14,2681.3,12.35,19.68,1.97,174.74,7.76,293.93,1088.09,481.6,665.33,289.85,724.96,1081.34,572.68,0.9,24.09,96.67,33.31,9.79,1429.24,148.76,28.41,185.54,21.33,116.22,70.08,39.43,189.53,190,394.74
3.1,824.19,201.78,144.34,3140.72,90.82,1329.56,1966.33,8.26,78.95,1.15,497.42,265.67,228.79,910.67,396.9,491.7,183.17,542.83,819.6,341.52,4.18,17.06,112.12,23.73,6.41,1065.52,107.58,21.92,119.14,17.21,132.84,81.94,47.79,189.26,188.92,359.25
1.95,860.54,645.22,278.6,2277.78,251.43,1204.38,1682.96,28.41,79.86,19.64,931.99,19.91,302.85,627.99,292.41,357.97,119.28,445.72,1485.89,817.47,388.82,105.5,157.13,11.81,13.29,426.54,30.58,77.08,120.42,26.09,130.83,71.18,42.87,239.38,249.73,266.01
1.36,593.58,512.22,319.12,3440.75,208.25,1836.54,2163.63,35.25,99.45,27.2,503.8,14.98,364.08,421.43,197.67,292.73,86.42,483.59,2654.59,1667.61,255.67,123.14,214.77,12.72,27.07,274.59,16.13,141.7,191.15,25.89,108.73,55.99,31.83,335.77,228.07,239.62
2.44,107.74,24.42,51.67,3056.76,27.93,1131.61,1853.69,9.37,23.16,2.94,57.11,7.41,170.95,440.81,267.06,394.89,159.54,462.14,882.38,505.79,0.79,10.63,31.85,11.84,6.32,818.61,71.87,39.54,87.78,13.68,108.99,72.34,41.16,175.1,199.91,402.49
1.63,223.14,25.04,69.39,1944.85,37.52,919.28,1025.98,9.2,57.99,4.31,34.75,97.59,138.83,240.88,139.77,205.01,79.9,338.23,862.7,504.05,0.73,9.84,13.88,2.99,2.84,443.71,33.15,21.72,86.25,7.9,105.05,64.69,52.08,207.63,195.15,375.39
2.32,387.89,100.52,75.05,964.07,56.52,392.58,704.09,15.82,130.11,14.63,205.46,10.29,97.77,198.94,115.62,154.38,51.06,180.91,515.22,277.3,23.97,29,25.35,4.83,4,309.2,25.1,15.43,95.76,9.02,130.71,77.45,42.38,213.71,240.85,294.9
2.34,56.16,13.74,44.09,1860.47,12.08,774.43,1031.88,8.74,7.02,4.11,23.32,1.81,125.95,183.73,116.67,211.38,63.18,245.17,748.17,448.19,1.01,19.66,6.97,1.13,3.61,361.38,24.12,8.97,57.99,7.72,111.49,80.32,48.81,135.6,198.83,424.94
2.34,34.86,10.01,41.97,2382.9,11.43,1043.98,1227.62,8.21,5.9,4.83,12.46,0.81,157.23,309.31,215.89,322.83,119.94,372.71,674.67,403.47,0.76,19.44,10.78,2.32,3.92,598.18,35.93,8.21,61.8,10.02,97.7,67.78,39.1,137.74,165.19,492.49
2.05,164.14,113.2,76.39,1460.92,41.89,686.43,875.89,13.79,58.98,16.93,60.78,6.97,124.11,216.51,139.4,194.17,67.42,287.79,563.59,325.36,6.18,31.85,19.18,9.53,3.56,373.25,32.09,19.51,72.06,8.34,116.03,70.49,56.02,221.5,198.47,337.5
1.38,92.8,31.45,59.75,2298.85,18.37,1027,1227.28,8.55,32.27,3.66,32.64,5.69,153.24,286.36,201.17,293.65,105.16,341.58,749.47,526.56,1.01,14.22,18.85,2.06,4.52,553.32,42.96,19.37,82.27,10.09,111.56,78.68,43.88,159.04,199.12,407.73
0.53,5.22,1.89,9.7,865.21,2.51,368.01,444.84,3.24,0.5,0.98,2.2,0.14,57.59,116.66,75.26,109.67,47.24,125.78,255.13,123.52,0.17,0.87,4.4,0.59,1.95,204.07,12.84,3.64,36.45,4.76,86.63,66.33,39.51,125.86,157.66,524
2.22,19.09,6.01,23.97,1762.98,7.24,573.5,1119.63,4.06,3.73,1.08,7.85,1.46,102.39,270.89,140.38,208.48,89.49,320.31,456.41,209.1,0.48,10.77,11.67,12.94,2.18,459.4,43.08,11.33,60.48,8.13,95.96,66.66,64.78,174.3,165.81,432.5
1.69,17.6,5.16,16.75,1429.36,5.3,559.45,806.56,3.42,4.49,0.7,5.93,2.01,84.12,221.95,126.95,179.96,83.04,221.9,359.29,169.64,0.25,2.57,4.45,1.67,2.68,385.56,24,8.72,47.45,5.79,101.71,66.84,38.02,146.84,166.74,479.84
0.62,348.01,320.09,187.71,5666.54,73.2,2521.43,3262.01,23.47,84.14,6.66,227.65,27.75,405.19,926.52,579.27,762.44,306.1,899.82,1690.02,973.43,2.34,19.35,118.36,19.86,11.19,1713.11,174.68,51.25,231.61,31.12,118.25,74.88,44.23,193.3,204.46,364.88
1.57,29.99,11.19,33.17,1685.18,10.29,718.75,910.98,6.71,4.31,2.9,11.73,0.96,104.13,202.3,137.82,195.47,78.64,249.52,556.39,319.6,0.65,4.21,17.91,0.88,4.07,439.43,28.65,22.19,68.07,7.22,107.67,71.15,39.56,166.44,187.7,427.47
1,73.3,44.51,75.6,2558.69,35.76,1186.69,1350.55,12.55,10.36,3.07,28.91,1.7,179,480.52,247.88,322.46,144.84,369.54,654.33,326.96,1.04,5.47,16.36,4.79,6.26,799.42,57.77,32.12,125.18,13.14,111.9,64.95,38.54,200.17,184.93,399.51
1.75,530.5,254.95,206.59,1746.51,425.6,820.12,1181.23,40.33,69.05,87.19,633.23,8.88,297.13,354.5,133.47,188.72,58.04,341.13,1585.76,879.45,151.33,32.22,109.61,15.38,8.82,103.85,8.4,55.77,189.6,21.83,80.19,50.87,43.57,310.89,214.98,299.5
2.48,34.02,9.11,30.24,3425.97,11.17,1312.19,1938.18,13.32,3.53,2.17,12.38,0.67,213.26,476.95,272.13,396.52,240.6,536.74,985.25,424.88,0.56,9.45,27.95,9.36,9.19,863.62,69.55,34.53,215.73,18.51,89.4,62.49,39.12,152.78,165.85,490.36
2.75,90.26,60.53,67.44,4848.44,35.51,1545.91,3204.95,12.87,15.42,1.3,64.37,1.89,238.43,876.43,437.77,642.42,294.31,734.09,1074.52,533.44,0.95,19.01,85.43,18.16,9.25,1387.69,126.53,28.66,165.43,20.84,112.44,71.69,41.37,184.46,190.55,399.5
1.51,168.5,89.64,134.92,7458.33,54.98,3262.75,3968.58,39.06,41.37,7.1,54.35,7.48,475.76,935.89,662.4,970.89,361.4,1185.86,2218.55,1331.85,2.35,26.93,59.57,7.25,17.09,1897.25,135.45,68.86,328.04,34.77,108.11,70.63,42.33,164.13,183.39,431.41
1.49,60.68,12.27,40.13,1848.34,13.01,832.76,959.73,12.22,14.69,3.39,14.01,2.91,124.3,180.09,113.41,201.37,65.21,301.16,728.66,406.66,0.95,8.95,13.4,1.64,3.39,375.18,25.22,12.43,82.48,8.12,104.96,73.13,59.91,167.34,185.09,409.57
2.04,310.97,36.53,81.15,1898.63,50.78,738.08,1185.4,13.48,72.91,8.07,133.34,69.98,146.03,240.94,156.12,246.61,78.39,284.15,861.43,566.49,3.19,28.85,6.88,5.13,3.83,433,30.18,15.59,76.98,11.99,112.36,81.92,44.89,156.72,215.48,388.63
2.8,113.13,21.52,76.38,4720.47,29.22,1850.54,2729.16,15.72,21.78,3.97,50.46,4.82,264.8,726.51,391.68,597.64,242.66,726.4,1277.38,577.86,5.14,56.44,94.86,19.99,9.26,1108.97,93.47,29.03,141,25.19,109.66,71.75,41.46,164.58,179.1,433.45
1.79,228.38,29.11,55.99,1263.1,33.77,535.64,766.34,9.95,38.55,3.45,150.74,4.42,93.48,170.31,108.49,159.95,49.72,188.05,574.96,365.16,1.67,30.23,9.53,4.04,3.83,305.75,24.21,13.97,50.74,8.01,124.69,76.98,39.45,179.06,228.11,351.72
1.5,354.28,66.71,86.36,2197.64,44.97,1013.65,1229.94,13.65,131.13,6.74,133.19,46.35,163.35,227.29,176.55,275.35,89.02,356.21,1007.75,702.62,1.92,21.32,20.7,1.89,4.09,517.16,32.86,17.92,55.43,10.16,124.19,82.48,44.61,159.8,223.48,365.44
2.79,866.05,381.68,217.9,2474.27,145.89,1135.87,1791.56,14.18,153.1,1.46,224.47,492.18,224.1,818.06,355.51,445.27,158.66,486.33,847.63,325.38,17.92,25.9,107.49,32.57,5.3,930.84,111.36,26.62,122.24,18.87,129.12,80.51,45.96,196.22,199.83,348.36
1.68,90.79,18.78,35.37,1448.22,16.05,636.5,786.33,5.69,6.71,0.79,65.49,2.6,98.15,230.36,122.27,178.26,70.62,243.28,447.3,210.81,0.4,9.02,16.48,4.49,3.36,398.81,38.89,20.68,90.37,6.58,107.02,68.81,49.33,211.95,192.92,369.97
1.87,67.97,19.85,44.22,1575.74,17.15,788.5,757.54,10.91,11.45,4.24,29.62,1.92,108.65,232.03,152.88,217.78,77.6,254.33,454.21,259.76,0.62,22.09,16.31,3.36,4.74,366.35,31.28,27.31,90.18,7.73,103.86,66.65,38.75,166.58,195.24,428.91
1.87,23.39,7.14,24.79,1988.09,9.28,718.25,1184.98,5.17,3.14,1.74,11.22,5.25,114.3,302.65,175.39,237.21,100.14,284.96,566.89,297.57,0.45,5.76,7.9,1.83,3.32,546.72,37.88,13.37,63.21,8.27,99.48,64.86,38.08,152.42,174.53,470.62
3.04,17.18,4.23,17.58,1690.85,4.49,584.38,1037.59,4.55,2.84,1.32,7,0.4,88.8,289.6,147.13,214.71,104.2,255.92,413.37,193.33,3.52,3.83,17.48,2.96,3.07,416.67,30.81,12.92,47.07,9.47,93.5,63.67,40.22,143.69,157.35,501.57
2.45,30.04,6.12,22.77,1509.33,5.92,608.18,839.39,3.63,1.95,0.65,16.36,3.97,92.72,285.36,140.25,196.49,86.91,223.12,341.72,163.59,0.26,7.19,5.64,4.93,3.08,424.98,35.74,8.46,50.41,5.13,101.84,65.9,38.61,157.24,171.23,465.18
1.66,118.27,20.53,57.96,2915.19,30.27,1449.75,1379.13,16.19,16.16,4.23,38.55,2.77,215.81,355.6,198.34,302.91,139.93,579.58,1034.11,529.21,0.82,9.19,49.48,5.95,8.15,545.08,43.78,108.46,177.85,12.35,91.3,60.26,65.65,227.78,179.25,375.76
